Team Number,Match Number,Alliance Color,Scouter Name,Competition,Starting Position,Auto Notes in Speaker,Auto Notes in Amp,Auto Pickup Location,Tele Notes in Speaker,Tele Notes in Amp,Notes in Trap,Where Notes Scored,Climb,Driver Confidence,Intake Preference,Disabled,Defense Ratiing,Comments
6381,58,Red,Brandon cesarec core 2062,2024wimi,4,1,0,None,1,4,0,Subwoofer,Attempted But Failed,3,Source (Fed By Human Player),No,0,The robot has very fast cycle time and was able to comfortably shoot the speaker shots.
6381,64,Red,Isabella 6574,2024wimi,3,0,0,None,0,0,0,None,Single Climb,1,Neither,No,2,Was unable to shoot.
6381,74,Blue,Amelia 1714,2024wimi,2,0,0,None,3,1,0,"Subwoofer, ""Wing""",Harmonized,1,Ground,No,0,
6381,84,Red,April 1714,2024wimi,2,0,0,None,5,1,0,Subwoofer,Not Attempted,1,Ground,No,0,
6381,2,Red,Georgia 6574,2024wimi,2,0,0,None,4,0,0,None,Single Climb,2,Ground,No,0,
6421,6,Blue,Toby kapfer 6%74,2024wimi,1,3,0,None,3,0,0,None,Attempted But Failed,1,Neither,No,0,
6421,17,Blue,Kiersten 2062,2024wimi,3,3,0,"Wing, ""Center Line""",2,3,0,Subwoofer,Single Climb,1,Ground,No,0,Effective at both speaker and amp. 
6421,23,Red,Leo 1714,2024wimi,1,0,0,Center Line,5,0,0,"Subwoofer, ""Podium""",Not Attempted,1,Ground,No,1,
6421,29,Blue,Kevin Fajardo 1714,2024wimi,3,3,0,"Wing, ""Center Line""",3,4,0,"Subwoofer, ""Podium""",Parked,1,Ground,No,0,
6421,38,Blue,Kevin Fajardo 1714,2024wimi,1,2,0,Center Line,7,0,0,Subwoofer,Parked,2,Ground,No,0,
6421,54,Blue,Carson 6574,2024wimi,3,2,0,Wing,1,5,0,Wing,Parked,1,Ground,No,0,
6421,63,Red,Kiersten 2062,2024wimi,3,4,0,Wing,0,4,0,None,Parked,1,Ground,No,1,Very quick transition from source
6421,70,Red,Jonathan M #2062,2024wimi,3,1,0,Wing,4,4,0,"Subwoofer, ""Wing""",Parked,1,Ground,No,0,
6421,77,Red,Landon 6381,2024wimi,3,1,0,Wing,1,2,0,"Subwoofer, ""Wing""",Parked,2,Ground,No,1,
6421,84,Red,Kevin Fajardo 1714,2024wimi,1,1,0,Center Line,0,0,0,None,Not Attempted,3,Ground,No,1,Only played defense
6574,5,Red,Jessica 1714,2024wimi,2,0,0,None,0,0,0,None,Parked,3,Ground,No,0,missed every shot while trying to do amp as well as being easily defended on 
6574,6,Red,93,2024wimi,2,1,0,None,8,1,0,Subwoofer,Single Climb,1,Ground,No,0,Fast and would drive and shoot at the same time 
6574,16,Red,Carson 6574,2024wimi,3,1,0,None,1,4,0,Wing,Single Climb,2,Ground,No,0,
6574,27,Red,Jonathan M #2062,2024wimi,2,0,0,None,2,4,0,Wing,Single Climb,2,Ground,No,0,
6574,34,Blue,Georgia 6574,2024wimi,3,1,0,None,1,3,0,Wing,Not Attempted,2,Neither,No,0,
6574,40,Red,Grady2062,2024wimi,3,1,0,Wing,3,4,0,Subwoofer,Not Attempted,2,Ground,No,0,
6574,46,Blue,Diego 1714,2024wimi,2,0,0,None,0,2,0,None,Parked,2,Ground,No,0,Struggled scoring on amp and speaker
6574,62,Blue,Margaret 6574,2024wimi,3,0,0,None,3,5,0,Wing,Single Climb,1,Ground,No,0,"Scores quickly in amp, barely takes time to line up."
6574,68,Blue,Chacha 6574,2024wimi,3,0,0,Wing,2,5,0,None,Not Attempted,3,Ground,No,0,consistent amp scorer
6574,78,Blue,Amelia 1714,2024wimi,2,0,0,None,3,7,0,Subwoofer,Parked,2,Neither,No,0,
6574,86,Red,Kevin Fajardo 1714,2024wimi,4,1,0,None,4,3,0,Subwoofer,Parked,1,Ground,No,0,
6643,3,Blue,Tobykapfef6574,2024wimi,4,1,0,None,0,2,0,None,Parked,1,Neither,No,0,
6643,12,Red,Chacha 6574,2024wimi,2,1,0,Wing,0,0,0,Subwoofer,Not Attempted,3,Ground,Yes - All Of Match,0,Couldn't move after auto
6643,23,Blue,Kiersten  2026,2024wimi,2,1,0,None,0,1,0,Subwoofer,Parked,2,Source (Fed By Human Player),No,1,"Three notes stuck at once, chain fell off"
6643,34,Red,April 1714,2024wimi,3,0,0,None,0,0,0,None,Not Attempted,1,Neither,No,0,
6643,41,Red,Alex R 2062,2024wimi,4,0,0,None,0,0,0,None,Parked,1,Neither,No,1,
6643,53,Red,Alex R 2062,2024wimi,2,1,0,None,0,3,0,None,Parked,1,Neither,No,0,
6643,59,Blue,Vitor  1714,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,Robot was disabled since beginning of match
6643,65,Blue,Diego 1714,2024wimi,2,1,0,None,0,3,0,None,Attempted But Failed,3,"Ground, ""Neither""",Yes - Part Of Match,0,Was doing well on amp but took a while to.collect from source
6643,79,Blue,,2024wimi,2,1,0,None,2,1,0,Subwoofer,Parked,1,Ground,No,0,
6643,85,Red,April 1714,2024wimi,2,1,0,None,0,2,0,None,Parked,1,"Ground, ""Source (Fed By Human Player)""",No,1,
6823,3,Red,Adam Grouse 2062,2024wimi,2,0,0,None,5,0,0,"Subwoofer, ""Podium""",Single Climb,1,Ground,No,0,Fast shooter
6823,11,Blue,Amelia 1714,2024wimi,4,1,0,None,6,0,0,Wing,Not Attempted,1,Ground,No,1,
6823,26,Red,Grady 2062,2024wimi,3,3,0,Wing,2,0,0,Subwoofer,Not Attempted,1,Ground,No,1,
6823,32,Blue,Kevin Fajardo 1714,2024wimi,4,0,0,None,5,1,0,"Subwoofer, ""Podium""",Attempted But Failed,2,Ground,No,0,
6823,38,Red,April 1714,2024wimi,2,1,0,None,0,1,0,Subwoofer,Single Climb,2,Ground,No,1,
6823,46,Red,Jessica 1714,2024wimi,4,1,0,None,2,0,0,Subwoofer,Not Attempted,3,Ground,No,0,
6823,55,Blue,Rae 6574,2024wimi,2,1,0,None,9,0,0,"Subwoofer, ""Wing""",Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,0,
6823,64,Red,Diego 1714,2024wimi,4,1,0,None,6,0,0,"Subwoofer, ""Wing""",Single Climb,1,Neither,No,0,A little tippy
6823,73,Blue,Carson 6574,2024wimi,4,1,0,None,5,0,0,Wing,Attempted But Failed,1,Ground,No,0,
6823,90,Red,Kevin Fajardo 1714,2024wimi,4,1,0,None,6,0,0,"Subwoofer, ""Podium""",Single Climb,1,Ground,No,0,
7103,4,Blue,Cohen 2062,2024wimi,4,2,0,"Wing, ""Center Line""",5,0,0,Wing,Parked,1,Ground,No,0,
7103,13,Blue,Margaret 6574,2024wimi,3,2,0,"Wing, ""Center Line""",4,0,0,"Subwoofer, ""Wing""",Not Attempted,2,Ground,No,0,Shot multiple notes out of the field.
7103,19,Blue,Zoe 6574,2024wimi,3,2,0,"Wing, ""Center Line""",5,0,0,"Subwoofer, ""Wing""",Not Attempted,2,Ground,No,0,
7103,31,Blue,Isabella 6574,2024wimi,3,1,0,None,9,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,
7103,39,Blue,Toby6574,2024wimi,3,1,0,None,8,0,0,None,Parked,1,Neither,No,0,
7103,49,Red,"Liam Wagner, Core 2062",2024wimi,4,1,0,"Wing, ""Center Line""",6,0,0,"Subwoofer, ""Podium"", ""Wing""",Not Attempted,2,Ground,No,0,
7103,59,Red,Leo 1714,2024wimi,3,1,0,Wing,6,0,0,"Subwoofer, ""Podium""",Parked,1,Ground,No,0,
7103,68,Red,Jessica 1714,2024wimi,3,1,0,"Wing, ""Center Line""",4,0,0,Subwoofer,Parked,1,Ground,No,0,Missed more than made some notes in speaker
7900,21,Blue,Kiersten  2062,2024wimi,4,0,0,None,1,0,0,Subwoofer,Attempted But Failed,3,Ground,No,1,Got notes stuck in intake multiple times
7900,32,Blue,Georgia 6574,2024wimi,1,0,0,None,0,0,0,None,Harmonized,3,Neither,No,0,Had note stuck for almost all of match
7900,39,Blue,Kevin Fajardo 1714,2024wimi,2,1,0,None,2,0,0,Subwoofer,Harmonized,3,Ground,No,0,
7900,49,Blue,Amelia 1714,2024wimi,1,0,0,None,3,0,0,Subwoofer,Single Climb,3,Ground,No,0,
7900,56,Blue,Rae 6574,2024wimi,4,1,0,None,2,0,0,Subwoofer,Single Climb,3,"Ground, ""Source (Fed By Human Player)""",No,1,
7900,70,Red,Isabella 6574,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,3,Ground,Yes - Part Of Match,0,
7900,79,Red,Leah 1714,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Neither,No,0,
7900,86,Red,Shane 6381,2024wimi,2,1,0,None,3,0,0,Subwoofer,Parked,2,Ground,No,0,
7900,6,Red,Georgia 6574,2024wimi,4,0,0,None,1,0,0,None,Parked,2,Neither,No,0,
8029,7,Blue,Toby kapfer6574,2024wimi,3,0,0,None,0,0,0,None,Not Attempted,2,Neither,No,2,
8029,14,Blue,Amelia 1714,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,3,Ground,No,2,
8029,26,Red,Jonathan M #2062,2024wimi,3,3,0,Wing,2,0,0,None,Not Attempted,2,Ground,No,1,
8029,36,Red,April 1714,2024wimi,2,1,0,Wing,3,0,0,Subwoofer,Parked,1,Neither,No,1,
8029,43,Red,Jessica 1714,2024wimi,4,0,0,None,2,0,0,Subwoofer,Not Attempted,3,Ground,No,0,
8029,49,Red,1714 Leah ,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,3,Ground,Yes - All Of Match,0,
8029,57,Red,"Liam Wagner, Core 2062",2024wimi,2,0,0,None,2,0,0,Subwoofer,Parked,3,Ground,No,0,
8029,71,Blue,Chacha 6574,2024wimi,1,1,0,Wing,1,0,0,Subwoofer,Not Attempted,3,Ground,Yes - All Of Match,0,Disabled little before halfway 
8029,77,Blue,Amelia 1714,2024wimi,4,0,0,None,2,0,0,Subwoofer,Not Attempted,3,Ground,No,0,
8029,85,Red,Kevin Fajardo 1714,2024wimi,3,0,0,Wing,2,0,0,Subwoofer,Not Attempted,3,Ground,No,0,High centered on a note for almost all of the match
8096,8,Blue,Toby kapfer 6574,2024wimi,3,0,0,None,0,0,0,None,Single Climb,3,Neither,No,0,
8096,17,Blue,,2024wimi,3,4,0,"Wing, ""Center Line""",1,0,0,Wing,Single Climb,2,Ground,No,0,
8096,25,Red,Grady 2062,2024wimi,3,2,0,"Wing, ""Center Line""",1,3,0,"Subwoofer, ""Podium""",Parked,3,Ground,No,0,
8096,34,Red,Jonathan M #2062,2024wimi,3,2,0,"Wing, ""Center Line""",0,0,0,None,Parked,2,Neither,No,0,
8096,43,Red,"Liam Wagner, core 2062",2024wimi,3,4,0,"Wing, ""Center Line""",0,2,0,None,Parked,1,Ground,No,0,
8096,49,Blue,Rae 6574,2024wimi,3,1,0,"Wing, ""Center Line""",4,0,0,"Subwoofer, ""Podium"", ""Wing""",Single Climb,1,"Ground, ""Source (Fed By Human Player)""",No,1,
8096,55,Red,Alex R 2062,2024wimi,3,4,0,"Wing, ""Center Line""",0,0,0,None,Parked,1,Ground,No,1,
8096,66,Red,Jessica 1714,2024wimi,3,2,0,Wing,2,8,1,"Subwoofer, ""Wing""",Single Climb,1,Ground,No,0,
8096,75,Red,Zoe 6574,2024wimi,3,3,0,Wing,1,3,0,"Subwoofer, ""Wing""",Single Climb,1,Ground,No,0,
8096,83,Blue,"Liam Wagner, Core 2062",2024wimi,3,3,0,"Wing, ""Center Line""",3,2,0,Podium,Single Climb,2,Ground,No,0,
8531,4,Blue,Toby kapfer6574,2024wimi,2,0,0,None,2,0,0,None,Not Attempted,2,Neither,No,0,
8531,11,Red,Adam Grouse 2062,2024wimi,4,0,0,None,2,0,0,Subwoofer,Not Attempted,2,Ground,No,0,Lost coms 3 times
8531,19,Red,Carson 6574,2024wimi,3,1,0,None,1,0,0,Wing,Parked,3,Ground,No,0,Had a hard time getting there intake to work
8531,28,Blue,Kevin Fajardo 1714,2024wimi,2,0,0,None,3,0,0,Subwoofer,Parked,3,Ground,No,0,
8531,37,Red,Grady 2062,2024wimi,2,0,0,None,1,0,0,None,Not Attempted,2,Source (Fed By Human Player),No,1,
8531,46,Red,Alex R 2062,2024wimi,1,1,0,Wing,5,0,0,Subwoofer,Not Attempted,1,Ground,No,0,
8531,56,Red,"Liam Wagner, Core 2062",2024wimi,3,1,0,Wing,5,0,0,Subwoofer,Parked,2,Ground,No,0,
8531,78,Blue,Carson 6574,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,1,Ground,No,1,
8531,84,Blue,"Liam Wagner, Core 206",2024wimi,1,1,0,None,1,0,0,Subwoofer,Parked,3,Ground,No,0,
8701,1,Blue,Toby kapfer 6574,2024wimi,1,0,0,None,3,1,0,None,Single Climb,2,Neither,No,0,
8701,11,Red,Cohen 2062,2024wimi,3,1,0,Wing,0,0,0,None,Single Climb,3,Ground,No,0,
8701,20,Blue,Vitor 1714,2024wimi,3,2,0,Wing,1,0,0,Subwoofer,Single Climb,3,Ground,No,2,Intake seemed to.have broke 
8701,28,Blue,Preston 6574,2024wimi,1,0,0,None,0,0,0,None,Single Climb,2,Neither,No,1,Played defense entire time
8701,39,Red,Grady 2062,2024wimi,3,1,0,None,1,0,0,"Subwoofer, ""Podium""",Single Climb,2,Ground,No,0,
8701,50,Red,Alex R 2062,2024wimi,3,1,0,Wing,0,0,0,None,Single Climb,1,Ground,No,2,
8701,58,Blue,Margaret 6574,2024wimi,3,1,0,None,0,0,0,None,Attempted But Failed,2,Ground,No,2,Played good defense in front of other alliance speaker.
8701,65,Red,Isabella 6574,2024wimi,2,0,0,Wing,4,0,0,Wing,Single Climb,2,Ground,No,0,"They broke two notes, unintentionaly."
8701,75,Blue,Grady2062,2024wimi,3,3,0,Wing,4,0,0,"Subwoofer, ""Podium""",Single Climb,3,"Ground, ""Source (Fed By Human Player)""",No,0,
8744,12,Blue,Amelia 1714,2024wimi,1,1,0,Center Line,5,0,0,"Podium, ""Wing""",Not Attempted,1,Ground,No,0,
8744,23,Blue,Zoe 6574,2024wimi,2,4,0,Wing,8,0,0,"Subwoofer, ""Wing""",Not Attempted,1,Ground,No,0,"Driver was very aggressive, got some penalties "
8744,33,Red,Jonathan M #2602,2024wimi,3,2,0,Wing,5,0,0,Wing,Parked,2,Ground,No,0,
8744,45,Blue,,2024wimi,3,2,0,Wing,12,0,0,"Subwoofer, ""Wing""",Not Attempted,1,Ground,No,0,930 threw them notes and they kept scoring them
8744,52,Blue,Rae 6574,2024wimi,3,4,0,Wing,5,0,0,"Subwoofer, ""Podium"", ""Wing""",Attempted But Failed,1,"Ground, ""Source (Fed By Human Player)""",No,1,
8744,58,Red,Kiersten 2062,2024wimi,3,3,0,Wing,2,0,0,"Subwoofer, ""Wing""",Harmonized,2,Ground,No,0,Attempted multiple shots from wing
8744,67,Blue,Chacha 6674,2024wimi,2,1,0,Center Line,9,0,0,"Subwoofer, ""Podium"", ""Wing""",Parked,1,Ground,No,0,Very accurate and fast shooter.
8744,77,Red,Leah 1714,2024wimi,1,2,0,Wing,4,0,0,"Subwoofer, ""Podium"", ""Wing""",Not Attempted,1,Ground,No,0,
8744,88,Red,Kevin Fajardo 1714,2024wimi,1,2,0,Center Line,5,0,0,"Subwoofer, ""Podium""",Single Climb,2,Ground,No,0,
8744,3,Red,Georgia 6574,2024wimi,3,4,0,Center Line,2,0,0,Wing,Not Attempted,3,Neither,No,0,"Started strong ,  couldn't get any toward the end\n"
8802,17,Blue,Amelia 1714,2024wimi,2,0,0,None,2,0,0,Subwoofer,Not Attempted,3,Ground,No,0,Stopped moving about half way through match
8802,26,Red,April 1714,2024wimi,1,1,0,Wing,3,0,0,None,Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,0,
8802,35,Red,Jonathan M #2062,2024wimi,2,1,0,None,3,0,0,Wing,Not Attempted,2,Ground,No,0,
8802,45,Red,Jessica 1714,2024wimi,4,1,0,None,7,0,0,Subwoofer,Not Attempted,2,Ground,No,0,
8802,52,Red,Amelia 1714,2024wimi,4,1,0,None,3,0,0,Subwoofer,Parked,2,Ground,No,0,
8802,59,Red,Kiersten 2062,2024wimi,4,1,0,None,1,0,0,Subwoofer,Parked,2,Ground,No,1,A note was stuck for most of the match
8802,65,Blue,Chacha 6674,2024wimi,3,1,0,None,6,0,0,Subwoofer,Not Attempted,1,Ground,No,0,Fast mover and shooter
8802,78,Red,Leah 1714,2024wimi,4,0,0,None,5,0,0,Subwoofer,Parked,1,Ground,Yes - Part Of Match,0,
8802,89,Red,Shane 6381,2024wimi,2,2,0,Wing,3,0,0,Subwoofer,Parked,2,Ground,No,0,
8847,11,Red,Chacha 6574,2024wimi,4,1,0,Wing,2,0,0,Subwoofer,Attempted But Failed,2,Ground,Yes - Part Of Match,0,
8847,19,Red,Brandon Created core 2062,2024wimi,4,2,0,Wing,0,0,0,None,Single Climb,1,Neither,Yes - Part Of Match,1,Their robot broke down but after they got the robot to move they went straight into defence. their defence was get good.
8847,20,Red,Brandon Cesarec core 2062,2024wimi,3,0,0,None,0,0,0,None,Attempted But Failed,3,Source (Fed By Human Player),No,0,They weren't able to make a single auto or driver shot. didn't do all game.
8847,35,Blue,Toby 6574,2024wimi,4,1,0,None,2,0,0,None,Harmonized,3,Neither,No,2,
8847,47,Red,Jessica 1714,2024wimi,4,2,0,Wing,2,0,0,Subwoofer,Single Climb,3,Ground,No,0,Note got stuck easily and couldn't get it out
8847,57,Blue,Carson 6574,2024wimi,4,2,0,Wing,0,0,0,None,Attempted But Failed,2,Neither,No,1,
8847,66,Red,Jonathan M #2062,2024wimi,1,0,0,None,0,0,0,None,Parked,3,Ground,No,2,Appeared to have intake issues.
8847,73,Red,Grady2062,2024wimi,3,1,0,Wing,2,1,0,Subwoofer,Attempted But Failed,2,Ground,No,0,
8847,84,Red,Shane 6381,2024wimi,4,0,0,None,4,0,0,None,Not Attempted,2,Ground,No,0,
9425,2,Blue,Toby kapfer6574,2024wimi,3,0,0,None,4,0,0,None,Harmonized,3,Source (Fed By Human Player),No,0,
9425,12,Red,Adam Grouse 2062,2024wimi,4,1,0,None,5,0,0,Subwoofer,Attempted But Failed,1,Source (Fed By Human Player),No,0,Failed at harmonizing
9425,20,Red,Leo 1714,2024wimi,4,1,0,None,4,0,0,Subwoofer,Attempted But Failed,3,Source (Fed By Human Player),No,0,
9425,30,Blue,Kevin Fajardo 1714,2024wimi,3,1,0,None,2,0,0,Subwoofer,Attempted But Failed,1,Source (Fed By Human Player),No,0,
9425,44,Red,Diego 1714,2024wimi,4,0,0,None,1,0,0,Subwoofer,Attempted But Failed,3,Ground,No,1,
9425,50,Blue,,2024wimi,4,0,0,None,4,0,0,Subwoofer,Parked,1,Source (Fed By Human Player),No,0,
9425,57,Blue,Amelia 1714,2024wimi,3,1,0,None,1,0,0,Subwoofer,Not Attempted,3,Ground,Yes - Part Of Match,2,
9425,65,Red,Jessica 1714,2024wimi,4,0,0,None,4,0,0,Subwoofer,Not Attempted,3,Source (Fed By Human Player),No,0,Struggle In getting notes from human player and had to wait for subwoofer to be free in order to shoot
9425,73,Red,Zoe 6574,2024wimi,3,0,0,None,2,0,0,Subwoofer,Not Attempted,3,Source (Fed By Human Player),No,0,
9425,83,Red,Kevin Fajardo 1714,2024wimi,4,1,0,None,1,0,0,Subwoofer,Parked,1,Source (Fed By Human Player),No,0,
9535,6,Blue,Diego 1714,2024wimi,3,1,0,None,2,3,0,Subwoofer,Attempted But Failed,3,Ground,No,0,
9535,12,Red,Leah 1714,2024wimi,3,0,0,None,3,3,0,"Subwoofer, ""Podium""",Harmonized,1,Ground,No,1,
9535,36,Red,Grady 2062,2024wimi,2,1,0,Wing,1,3,0,Subwoofer,Attempted But Failed,3,Source (Fed By Human Player),No,0,
9535,43,Blue,Isabella Cohen 6574,2024wimi,3,2,0,Wing,3,2,0,"Subwoofer, ""Wing""",Single Climb,2,Ground,No,1,
9535,52,Red,1714,2024wimi,3,2,0,None,2,1,0,None,Single Climb,2,Ground,No,0,
9535,60,Blue,Preston 6574,2024wimi,3,2,0,Wing,5,3,0,Subwoofer,Single Climb,1,Ground,No,0,
9535,69,Red,Isabella 6574,2024wimi,3,2,0,Wing,6,2,0,"Subwoofer, ""Wing""",Not Attempted,1,Ground,No,0,
9535,80,Blue,"Liam Wagner, Core 2062",2024wimi,4,0,0,None,2,3,0,Subwoofer,Single Climb,2,Ground,No,1,
9535,89,Red,Kevin Fajardo 1714,2024wimi,3,1,0,Wing,2,4,0,Subwoofer,Single Climb,1,Ground,No,0,
9676,12,Blue,Cohen 2062,2024wimi,4,0,0,None,1,5,0,"Subwoofer, ""Wing""",Parked,3,Ground,No,0,
9676,22,Red,Carson 6574,2024wimi,3,1,0,None,1,2,0,Wing,Not Attempted,1,Ground,No,0,
9676,28,Blue,Isabella 6574,2024wimi,4,0,0,Wing,0,8,0,Wing,Not Attempted,1,Ground,No,0,
9676,44,Red,Jessica 1714,2024wimi,4,1,0,None,0,4,0,Wing,Parked,2,Ground,No,0,
9676,52,Red,"Liam Wagner, Core 2062",2024wimi,4,0,0,None,1,4,0,Subwoofer,Parked,2,Ground,No,0,
9676,63,Red,Preston 6574,2024wimi,4,0,0,None,0,5,0,Wing,Parked,2,Source (Fed By Human Player),No,0,
9676,71,Red,Isabella 6574,2024wimi,3,1,0,Wing,0,5,0,Wing,Not Attempted,2,Neither,No,0,
9676,79,Blue,Carson 6574,2024wimi,3,2,0,Wing,0,4,0,Subwoofer,Parked,3,Ground,No,0,
9676,90,Red,Shane 6381,2024wimi,2,0,0,None,0,4,0,Wing,Parked,2,Ground,No,0,
9676,5,Red,Georgia 6574,2024wimi,4,1,0,None,1,2,0,None,Parked,2,Neither,No,0,
9760,1,Blue,Cohen 2062,2024wimi,4,0,0,None,0,0,0,None,Parked,3,Neither,No,0,
9760,14,Blue,Cohen 2062,2024wimi,2,0,0,None,0,0,0,None,Parked,3,Source (Fed By Human Player),No,0,
9760,20,Red,,2024wimi,2,0,0,None,0,0,0,None,Not Attempted,3,Source (Fed By Human Player),No,1,
9760,28,Red,Grady2062,2024wimi,2,0,0,None,1,0,0,Subwoofer,Not Attempted,1,Source (Fed By Human Player),No,0,
9760,45,Blue,Isabella Cohen 6574,2024wimi,2,0,0,None,2,0,0,Subwoofer,Parked,3,Source (Fed By Human Player),No,1,
9760,54,Blue,Amelia 1714,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,2,Source (Fed By Human Player),No,0,
9760,62,Red,Leo 1714,2024wimi,2,0,0,None,0,0,0,None,Parked,3,Source (Fed By Human Player),No,0,
9760,68,Red,Grady 2062,2024wimi,4,0,0,None,0,0,0,None,Parked,2,Source (Fed By Human Player),No,0,
9760,74,Red,Landon 6381,2024wimi,2,0,0,None,0,0,0,None,Not Attempted,3,Neither,No,1,
9760,83,Red,Shane 6381,2024wimi,2,0,0,None,0,0,0,None,Parked,3,Source (Fed By Human Player),No,0,
